hour,day_of_week,contributing_factor,total_pedestrian_injuries
10,3,Accelerator Defective,0
7,1,Cell Phone (hands-free),0
19,7,Drugs (illegal),0
5,5,Failure to Keep Right,0
8,7,Lane Marking Improper/Inadequate,0
12,1,Brakes Defective,0
20,4,Fell Asleep,0
4,4,Drugs (illegal),0
15,5,Tire Failure/Inadequate,0
7,7,Failure to Keep Right,0
19,1,Accelerator Defective,0
18,6,Steering Failure,0
3,3,Lost Consciousness,0
0,3,Using On Board Navigation Device,0
19,6,Other Electronic Device,0
11,3,Accelerator Defective,0
18,5,Illness,0
20,6,Failure to Keep Right,0
22,3,Reaction to Other Uninvolved Vehicle,0
7,5,Illnes,0
6,5,Steering Failure,0
0,1,Glare,0
10,1,Shoulders Defective/Improper,0
3,4,Physical Disability,0
15,7,Driverless/Runaway Vehicle,0
9,3,Other Electronic Device,0
16,1,Failure to Keep Right,0
19,5,Steering Failure,0
5,5,Driverless/Runaway Vehicle,0
11,3,Other Electronic Device,0
11,5,Other Electronic Device,0
22,5,Lane Marking Improper/Inadequate,0
1,2,Oversized Vehicle,0
15,5,Using On Board Navigation Device,0
10,1,Tire Failure/Inadequate,0
18,5,Illnes,0
22,5,Texting,0
6,4,Pavement Defective,0
2,1,Illness,0
15,1,Pavement Defective,0
14,2,Cell Phone (hand-Held),0
19,4,Cell Phone (hand-Held),0
21,3,Reaction to Other Uninvolved Vehicle,0
4,6,Oversized Vehicle,0
1,7,Other Electronic Device,0
23,5,Failure to Keep Right,0
0,3,Tire Failure/Inadequate,0
17,3,Cell Phone (hand-Held),0
23,7,Illness,0
9,1,Pavement Defective,0
13,4,Pavement Defective,0
7,1,Lost Consciousness,0
20,1,Tire Failure/Inadequate,0
19,4,Cell Phone (hands-free),0
13,2,Cell Phone (hands-free),0
9,6,Illness,0
4,7,Animals Action,0
19,5,Tire Failure/Inadequate,0
16,7,Drugs (illegal),0
17,6,Illnes,0
16,3,Tow Hitch Defective,0
13,3,Tow Hitch Defective,0
20,2,Lane Marking Improper/Inadequate,0
2,7,Steering Failure,0
13,3,Fell Asleep,0
2,1,Driverless/Runaway Vehicle,0
8,4,Tire Failure/Inadequate,0
19,4,Animals Action,0
9,7,Traffic Control Device Improper/Non-Working,0
5,4,Other Electronic Device,0
4,3,Drugs (illegal),0
22,5,Traffic Control Device Improper/Non-Working,0
21,4,80,0
23,6,Cell Phone (hand-held),0
13,3,Illness,0
4,2,Prescription Medication,0
1,2,Fell Asleep,0
1,7,Animals Action,0
16,3,Reaction to Other Uninvolved Vehicle,0
16,3,Illness,0
19,6,Cell Phone (hand-Held),0
18,2,Vehicle Vandalism,0
18,7,Animals Action,0
10,7,Tire Failure/Inadequate,0
7,6,Driverless/Runaway Vehicle,0
14,3,Reaction to Other Uninvolved Vehicle,0
7,4,Cell Phone (hands-free),0
3,3,Oversized Vehicle,0
7,6,80,0
0,7,Listening/Using Headphones,0
4,1,Reaction to Other Uninvolved Vehicle,0
2,7,Driverless/Runaway Vehicle,0
4,4,Illnes,0
14,2,Animals Action,0
0,4,Steering Failure,0
13,3,Cell Phone (hand-held),0
18,7,Tire Failure/Inadequate,0
12,1,Cell Phone (hand-Held),0
23,6,Illnes,0
23,2,Fell Asleep,0
12,7,Fell Asleep,0
15,4,Drugs (illegal),0
12,5,Traffic Control Device Improper/Non-Working,0
11,4,Driverless/Runaway Vehicle,0
21,3,Headlights Defective,0
13,2,Other Lighting Defects,0
3,7,Tire Failure/Inadequate,0
16,3,Other Electronic Device,0
20,4,Cell Phone (hands-free),0
18,5,Animals Action,0
22,1,Illness,0
0,1,Driverless/Runaway Vehicle,0
11,2,Steering Failure,0
5,2,Obstruction/Debris,0
1,4,Other Lighting Defects,0
2,2,Prescription Medication,0
6,7,Steering Failure,0
6,2,Illness,0
5,1,Prescription Medication,0
18,7,Tinted Windows,0
5,7,Other Electronic Device,0
1,3,Tire Failure/Inadequate,0
15,1,Drugs (illegal),0
10,6,Tow Hitch Defective,0
9,3,Drugs (illegal),0
10,6,Eating or Drinking,0
8,5,Animals Action,0
3,4,Accelerator Defective,0
20,7,Traffic Control Device Improper/Non-Working,0
17,5,Shoulders Defective/Improper,0
16,7,Illness,0
14,3,Pavement Defective,0
4,4,Driverless/Runaway Vehicle,0
11,2,Drugs (illegal),0
10,1,Accelerator Defective,0
9,2,Using On Board Navigation Device,0
3,6,Drugs (illegal),0
17,7,Other Electronic Device,0
4,7,Illness,0
13,7,Illness,0
7,7,Accelerator Defective,0
12,6,80,0
21,1,Failure to Keep Right,0
20,4,Tow Hitch Defective,0
21,7,Other Electronic Device,0
20,3,Illnes,0
6,6,Lane Marking Improper/Inadequate,0
22,5,Failure to Keep Right,0
9,3,Cell Phone (hand-held),0
12,5,Steering Failure,0
3,5,Accelerator Defective,0
13,3,Drugs (illegal),0
0,5,Reaction to Other Uninvolved Vehicle,0
1,3,Pavement Defective,0
2,2,Accelerator Defective,0
1,5,Drugs (Illegal),0
19,7,Reaction to Other Uninvolved Vehicle,0
21,1,Pavement Defective,0
4,6,Traffic Control Device Improper/Non-Working,0
1,2,Lane Marking Improper/Inadequate,0
11,3,Animals Action,0
9,2,Lane Marking Improper/Inadequate,0
9,1,Driverless/Runaway Vehicle,0
9,5,Cell Phone (hands-free),0
14,4,Cell Phone (hand-Held),0
3,4,Glare,0
1,5,Illness,0
15,5,Driverless/Runaway Vehicle,0
21,2,Glare,0
23,5,Drugs (Illegal),0
0,7,Drugs (illegal),0
15,7,Eating or Drinking,0
5,4,Cell Phone (hands-free),0
11,6,Drugs (illegal),0
12,3,Illness,0
16,5,Animals Action,0
7,1,Prescription Medication,0
5,3,Illnes,0
3,3,Failure to Keep Right,0
17,5,Drugs (Illegal),0
20,7,Reaction to Other Uninvolved Vehicle,0
21,2,Texting,0
17,7,Accelerator Defective,0
19,6,Headlights Defective,0
14,6,Reaction to Other Uninvolved Vehicle,0
11,5,Drugs (Illegal),0
10,1,80,0
13,7,Headlights Defective,0
1,3,Illnes,0
2,5,Illness,0
21,2,Traffic Control Device Improper/Non-Working,0
1,7,Drugs (Illegal),0
14,4,Drugs (illegal),0
5,4,Accelerator Defective,0
8,2,Drugs (Illegal),0
3,5,Reaction to Other Uninvolved Vehicle,0
17,3,Animals Action,0
18,3,Shoulders Defective/Improper,0
9,1,Traffic Control Device Improper/Non-Working,0
22,1,Reaction to Other Uninvolved Vehicle,0
6,2,Other Lighting Defects,0
15,3,Traffic Control Device Improper/Non-Working,0
16,1,80,0
20,5,Tire Failure/Inadequate,0
8,6,Accelerator Defective,0
8,2,Eating or Drinking,0
3,3,Eating or Drinking,0
7,1,Tow Hitch Defective,0
20,5,Eating or Drinking,0
13,3,Other Lighting Defects,0
1,4,Drugs (illegal),0
8,3,Tinted Windows,0
2,6,Other Lighting Defects,0
17,4,Tow Hitch Defective,0
14,7,Lane Marking Improper/Inadequate,0
9,6,Vehicle Vandalism,0
2,7,Accelerator Defective,0
10,5,Other Lighting Defects,0
6,1,Drugs (Illegal),0
9,2,Cell Phone (hand-held),0
14,7,Animals Action,0
13,6,Eating or Drinking,0
12,7,Tow Hitch Defective,0
15,6,Tow Hitch Defective,0
7,6,Cell Phone (hands-free),0
11,1,Reaction to Other Uninvolved Vehicle,0
10,5,Animals Action,0
7,6,Other Lighting Defects,0
1,4,Using On Board Navigation Device,0
1,6,Driverless/Runaway Vehicle,0
20,2,Drugs (illegal),0
13,6,Illness,0
13,5,Drugs (illegal),0
2,7,Windshield Inadequate,0
12,1,Windshield Inadequate,0
5,1,Vehicle Vandalism,0
19,3,Drugs (Illegal),0
5,7,Illness,0
10,2,Animals Action,0
8,5,Shoulders Defective/Improper,0
2,7,Shoulders Defective/Improper,0
12,6,Eating or Drinking,0
23,6,Using On Board Navigation Device,0
1,6,Illness,0
7,5,Drugs (Illegal),0
7,2,Accelerator Defective,0
12,6,Cell Phone (hands-free),0
6,3,Windshield Inadequate,0
2,2,Illness,0
7,6,Cell Phone (hand-held),0
23,7,Cell Phone (hand-held),0
3,3,Drugs (Illegal),0
7,6,Reaction to Other Uninvolved Vehicle,0
1,2,Reaction to Other Uninvolved Vehicle,0
17,7,80,0
16,1,Tinted Windows,0
14,1,Windshield Inadequate,0
4,1,Lane Marking Improper/Inadequate,0
21,3,Shoulders Defective/Improper,0
11,1,Other Lighting Defects,0
0,2,Reaction to Other Uninvolved Vehicle,0
5,6,Cell Phone (hand-Held),0
14,5,80,0
4,2,Reaction to Other Uninvolved Vehicle,0
16,6,Headlights Defective,0
19,6,Cell Phone (hand-held),0
19,4,Windshield Inadequate,0
14,4,Windshield Inadequate,0
8,1,Cell Phone (hand-held),0
8,2,Other Lighting Defects,0
3,1,Reaction to Other Uninvolved Vehicle,0
18,1,Drugs (Illegal),0
21,3,Traffic Control Device Improper/Non-Working,0
6,2,Windshield Inadequate,0
17,5,Cell Phone (hand-held),0
6,3,Illnes,0
4,4,Cell Phone (hands-free),0
13,6,Drugs (Illegal),0
5,7,Reaction to Other Uninvolved Vehicle,0
15,5,Drugs (Illegal),0
6,2,Headlights Defective,0
4,2,Tow Hitch Defective,0
21,5,Cell Phone (hands-free),0
20,3,Animals Action,0
5,7,Glare,0
1,7,Headlights Defective,0
22,2,Drugs (Illegal),0
6,3,Shoulders Defective/Improper,0
20,3,Tinted Windows,0
0,4,Tinted Windows,0
3,5,Illnes,0
5,2,Tow Hitch Defective,0
7,7,Traffic Control Device Improper/Non-Working,0
2,5,Using On Board Navigation Device,0
9,5,Cell Phone (hand-Held),0
4,5,Illness,0
5,6,Using On Board Navigation Device,0
10,4,Listening/Using Headphones,0
15,2,Cell Phone (hand-Held),0
12,5,Tinted Windows,0
7,2,Using On Board Navigation Device,0
5,4,Glare,0
20,5,Tinted Windows,0
3,5,Glare,0
13,1,Shoulders Defective/Improper,0
2,5,Other Lighting Defects,0
1,2,Shoulders Defective/Improper,0
10,7,Windshield Inadequate,0
20,6,Vehicle Vandalism,0
9,3,Other Lighting Defects,0
13,2,Headlights Defective,0
4,5,Cell Phone (hand-Held),0
1,2,Using On Board Navigation Device,0
3,1,Texting,0
0,4,Headlights Defective,0
20,2,Tinted Windows,0
3,5,Eating or Drinking,0
4,4,Shoulders Defective/Improper,0
16,7,Eating or Drinking,0
20,3,Vehicle Vandalism,0
5,2,Texting,0
12,5,Shoulders Defective/Improper,0
22,6,Other Lighting Defects,0
14,6,Using On Board Navigation Device,0
4,4,Passing Too Closely,0
0,3,Passing or Lane Usage Improper,0
6,4,Unsafe Lane Changing,0
2,7,Drugs (illegal),0
11,2,Traffic Control Device Improper/Non-Working,0
9,5,Unsafe Lane Changing,0
3,7,Steering Failure,0
2,1,Obstruction/Debris,0
21,2,Passing or Lane Usage Improper,0
5,3,Animals Action,0
19,2,Failure to Keep Right,0
13,4,Traffic Control Device Improper/Non-Working,0
19,5,Following Too Closely,0
0,2,Unsafe Lane Changing,0
6,6,Failure to Keep Right,0
20,5,Oversized Vehicle,0
1,7,Following Too Closely,0
4,5,Illnes,0
9,2,Unsafe Lane Changing,0
3,1,Lane Marking Improper/Inadequate,0
16,2,Cell Phone (hand-Held),0
2,5,Steering Failure,0
5,4,Passing or Lane Usage Improper,0
10,6,Fell Asleep,0
18,1,Animals Action,0
18,6,Cell Phone (hand-Held),0
8,4,Lane Marking Improper/Inadequate,0
4,6,Passing or Lane Usage Improper,0
8,7,Other Electronic Device,0
23,2,Pavement Defective,0
15,6,Traffic Control Device Improper/Non-Working,0
6,7,Following Too Closely,0
5,2,Glare,0
0,6,Unsafe Lane Changing,0
23,6,Fell Asleep,0
18,1,Tire Failure/Inadequate,0
7,1,Tire Failure/Inadequate,0
12,5,Lane Marking Improper/Inadequate,0
20,6,Pavement Defective,0
13,4,Illnes,0
2,1,Reaction to Uninvolved Vehicle,0
11,1,Oversized Vehicle,0
3,3,Brakes Defective,0
20,7,Oversized Vehicle,0
7,1,Other Vehicular,0
4,4,Tire Failure/Inadequate,0
4,1,Driver Inexperience,0
23,2,Passing Too Closely,0
5,6,Reaction to Uninvolved Vehicle,0
6,1,Passing Too Closely,0
21,2,Shoulders Defective/Improper,0
2,5,Other Vehicular,0
8,7,Lost Consciousness,0
5,6,Unsafe Lane Changing,0
3,2,Fatigued/Drowsy,0
4,2,Reaction to Uninvolved Vehicle,0
4,5,Accelerator Defective,0
5,1,Pavement Slippery,0
6,4,Fatigued/Drowsy,0
6,2,Fell Asleep,0
8,7,Reaction to Uninvolved Vehicle,0
6,1,Fell Asleep,0
8,4,Fatigued/Drowsy,0
0,7,Fatigued/Drowsy,0
3,2,Outside Car Distraction,0
21,6,Reaction to Uninvolved Vehicle,0
9,4,Obstruction/Debris,0
16,7,Failure to Keep Right,0
19,4,Fatigued/Drowsy,0
23,1,Failure to Keep Right,0
23,7,Pavement Defective,0
20,4,Pavement Defective,0
12,2,Failure to Keep Right,0
9,6,Pavement Defective,0
3,6,Passing or Lane Usage Improper,0
1,7,View Obstructed/Limited,0
8,5,Steering Failure,0
14,7,Failure to Keep Right,0
17,1,Drugs (illegal),0
12,7,Lost Consciousness,0
20,3,Failure to Keep Right,0
19,1,Lost Consciousness,0
2,2,Turning Improperly,0
9,1,Brakes Defective,0
20,2,Traffic Control Device Improper/Non-Working,0
1,7,Steering Failure,0
4,2,Steering Failure,0
8,7,Physical Disability,0
18,1,Oversized Vehicle,0
3,1,Traffic Control Device Improper/Non-Working,0
5,5,Pavement Defective,0
22,4,Driverless/Runaway Vehicle,0
18,1,Brakes Defective,0
2,5,Driver Inexperience,0
2,4,Steering Failure,0
3,4,Tire Failure/Inadequate,0
6,4,Fell Asleep,0
4,3,Unsafe Lane Changing,0
15,4,Accelerator Defective,0
0,2,Failure to Keep Right,0
10,5,Fatigued/Drowsy,0
5,6,Tire Failure/Inadequate,0
0,7,Fell Asleep,0
5,4,Animals Action,0
8,3,Outside Car Distraction,0
1,4,Steering Failure,0
0,5,Other Electronic Device,0
8,3,Illnes,0
13,7,Illnes,0
14,4,Other Electronic Device,0
13,1,Steering Failure,0
13,1,Failure to Keep Right,0
10,3,Tow Hitch Defective,0
5,1,Failure to Keep Right,0
3,3,Unsafe Lane Changing,0
6,2,Aggressive Driving/Road Rage,0
14,7,Fell Asleep,0
17,4,Fell Asleep,0
0,2,Pavement Defective,0
21,7,Tire Failure/Inadequate,0
0,1,Reaction to Other Uninvolved Vehicle,0
17,5,Reaction to Other Uninvolved Vehicle,0
13,5,Cell Phone (hands-free),0
14,1,Lane Marking Improper/Inadequate,0
3,7,Obstruction/Debris,0
19,7,Traffic Control Device Improper/Non-Working,0
8,7,Traffic Control Device Improper/Non-Working,0
1,5,Physical Disability,0
1,3,Fatigued/Drowsy,0
22,6,Traffic Control Device Improper/Non-Working,0
23,4,Traffic Control Device Improper/Non-Working,0
1,4,Driver Inexperience,0
6,1,Physical Disability,0
21,6,Cell Phone (hand-Held),0
17,5,Accelerator Defective,0
15,6,Pavement Defective,0
14,5,Animals Action,0
8,1,Pavement Defective,0
7,7,Lost Consciousness,0
4,4,Pavement Slippery,0
4,2,Lost Consciousness,0
0,5,Accelerator Defective,0
4,6,Unsafe Lane Changing,0
1,5,Steering Failure,0
16,3,Animals Action,0
8,4,Reaction to Other Uninvolved Vehicle,0
6,7,Tire Failure/Inadequate,0
3,2,Reaction to Uninvolved Vehicle,0
7,6,Physical Disability,0
0,5,Obstruction/Debris,0
21,4,Obstruction/Debris,0
4,3,Brakes Defective,0
2,2,Fell Asleep,0
9,2,Other Electronic Device,0
14,6,Fell Asleep,0
20,3,Accelerator Defective,0
0,3,Lost Consciousness,0
6,2,Illnes,0
20,4,Reaction to Other Uninvolved Vehicle,0
14,3,Other Electronic Device,0
1,2,Cell Phone (hand-Held),0
4,4,Physical Disability,0
10,2,Steering Failure,0
8,4,Cell Phone (hands-free),0
15,2,Other Electronic Device,0
9,5,Pavement Defective,0
6,6,Outside Car Distraction,0
20,2,Illness,0
14,5,Traffic Control Device Improper/Non-Working,0
6,6,Animals Action,0
23,2,Driverless/Runaway Vehicle,0
21,1,Fatigued/Drowsy,0
17,4,Headlights Defective,0
17,5,1,0
23,7,Driverless/Runaway Vehicle,0
0,5,Lost Consciousness,0
13,6,Pavement Defective,0
17,6,Cell Phone (hands-free),0
16,2,Tinted Windows,0
19,3,Tire Failure/Inadequate,0
5,5,Other Lighting Defects,0
21,5,Drugs (illegal),0
1,1,Lane Marking Improper/Inadequate,0
14,6,Illnes,0
13,4,Tire Failure/Inadequate,0
14,4,Fell Asleep,0
4,2,Tire Failure/Inadequate,0
0,6,Animals Action,0
16,5,Headlights Defective,0
3,5,Physical Disability,0
2,7,Texting,0
12,6,Pavement Defective,0
3,6,Fell Asleep,0
9,4,Drugs (illegal),0
5,3,Tire Failure/Inadequate,0
1,2,Fatigued/Drowsy,0
18,5,Failure to Keep Right,0
16,4,Pavement Defective,0
10,4,Driverless/Runaway Vehicle,0
16,2,Animals Action,0
23,1,Animals Action,0
11,7,Cell Phone (hand-Held),0
20,6,Other Electronic Device,0
1,1,Traffic Control Device Improper/Non-Working,0
13,4,Other Electronic Device,0
20,6,Fell Asleep,0
3,7,Drugs (illegal),0
21,1,Steering Failure,0
1,1,Accelerator Defective,0
17,5,Pavement Defective,0
7,3,Accelerator Defective,0
22,5,Headlights Defective,0
2,6,Brakes Defective,0
6,2,Driverless/Runaway Vehicle,0
16,1,Lane Marking Improper/Inadequate,0
2,2,Passenger Distraction,0
23,2,Fatigued/Drowsy,0
3,3,Obstruction/Debris,0
2,1,Other Electronic Device,0
9,4,Traffic Control Device Improper/Non-Working,0
4,4,Obstruction/Debris,0
21,5,Illnes,0
13,2,Pavement Defective,0
19,7,Driverless/Runaway Vehicle,0
2,3,Outside Car Distraction,0
4,7,Drugs (illegal),0
3,2,Failure to Keep Right,0
1,4,Other Electronic Device,0
20,2,Driverless/Runaway Vehicle,0
12,5,Using On Board Navigation Device,0
13,7,Reaction to Other Uninvolved Vehicle,0
18,6,Tire Failure/Inadequate,0
19,4,Illnes,0
11,1,Physical Disability,0
17,4,Eating or Drinking,0
7,6,Illness,0
12,4,Lane Marking Improper/Inadequate,0
2,3,Pavement Defective,0
12,4,Drugs (Illegal),0
5,2,Brakes Defective,0
23,7,Drugs (illegal),0
16,6,Eating or Drinking,0
14,1,Fell Asleep,0
10,2,Pavement Defective,0
3,6,Illnes,0
18,4,Tire Failure/Inadequate,0
6,5,Outside Car Distraction,0
0,3,Pavement Defective,0
7,2,Illnes,0
14,2,Lane Marking Improper/Inadequate,0
17,6,Drugs (Illegal),0
18,1,Cell Phone (hands-free),0
1,3,Oversized Vehicle,0
18,2,Driverless/Runaway Vehicle,0
14,6,Failure to Keep Right,0
8,1,Failure to Keep Right,0
11,2,80,0
12,7,Illnes,0
0,5,Lane Marking Improper/Inadequate,0
21,6,Animals Action,0
21,4,Brakes Defective,0
14,7,Drugs (Illegal),0
18,7,Accelerator Defective,0
13,2,Traffic Control Device Improper/Non-Working,0
14,1,Animals Action,0
19,4,Accelerator Defective,0
7,6,Lane Marking Improper/Inadequate,0
21,2,Using On Board Navigation Device,0
18,7,Illness,0
2,1,Oversized Vehicle,0
15,7,Lane Marking Improper/Inadequate,0
10,7,Tow Hitch Defective,0
15,7,Obstruction/Debris,0
23,3,Fell Asleep,0
15,5,Drugs (illegal),0
18,6,Traffic Control Device Improper/Non-Working,0
13,1,Tow Hitch Defective,0
13,2,Tow Hitch Defective,0
18,3,Animals Action,0
9,1,Illness,0
7,2,Steering Failure,0
1,6,Drugs (illegal),0
7,1,Illnes,0
16,6,Cell Phone (hand-held),0
5,5,Illness,0
16,2,Reaction to Other Uninvolved Vehicle,0
9,6,Illnes,0
4,6,Pavement Defective,0
11,6,Illness,0
9,7,Illness,0
0,4,Animals Action,0
2,1,Illnes,0
17,6,Reaction to Other Uninvolved Vehicle,0
13,3,Illnes,0
18,6,Tow Hitch Defective,0
8,2,Animals Action,0
18,2,Texting,0
9,5,Failure to Keep Right,0
5,4,Prescription Medication,0
18,5,80,0
7,2,Reaction to Other Uninvolved Vehicle,0
5,2,Outside Car Distraction,0
23,7,Accelerator Defective,0
0,5,Drugs (illegal),0
14,3,Traffic Control Device Improper/Non-Working,0
17,2,Tow Hitch Defective,0
18,3,Drugs (Illegal),0
23,1,Eating or Drinking,0
2,7,Other Electronic Device,0
7,7,Animals Action,0
16,3,Cell Phone (hands-free),0
22,1,Windshield Inadequate,0
2,6,Pavement Defective,0
5,1,Illness,0
18,4,Cell Phone (hand-Held),0
22,2,Other Electronic Device,0
19,1,Steering Failure,0
4,1,Other Lighting Defects,0
3,6,Steering Failure,0
16,5,Texting,0
3,7,Cell Phone (hands-free),0
16,4,Driverless/Runaway Vehicle,0
2,7,Reaction to Other Uninvolved Vehicle,0
15,2,Tinted Windows,0
23,6,Drugs (illegal),0
4,4,Oversized Vehicle,0
4,2,Using On Board Navigation Device,0
4,1,Accelerator Defective,0
6,3,Reaction to Other Uninvolved Vehicle,0
18,4,Eating or Drinking,0
12,6,Drugs (Illegal),0
13,2,Illness,0
9,7,Lane Marking Improper/Inadequate,0
5,6,Accelerator Defective,0
0,4,Other Electronic Device,0
23,7,Reaction to Other Uninvolved Vehicle,0
16,6,80,0
10,7,Animals Action,0
14,5,Cell Phone (hand-Held),0
19,2,Traffic Control Device Improper/Non-Working,0
10,4,Steering Failure,0
1,6,Reaction to Other Uninvolved Vehicle,0
20,6,Accelerator Defective,0
6,3,Cell Phone (hand-held),0
4,2,Pavement Defective,0
21,4,Lane Marking Improper/Inadequate,0
4,4,Animals Action,0
23,1,Accelerator Defective,0
13,6,Tow Hitch Defective,0
0,5,Illness,0
2,2,Vehicle Vandalism,0
6,4,Drugs (illegal),0
4,6,Reaction to Other Uninvolved Vehicle,0
14,6,Lane Marking Improper/Inadequate,0
22,3,Steering Failure,0
1,3,Lane Marking Improper/Inadequate,0
17,1,Cell Phone (hand-held),0
22,4,Other Lighting Defects,0
20,1,Headlights Defective,0
1,5,Listening/Using Headphones,0
23,4,Cell Phone (hand-Held),0
16,6,Reaction to Other Uninvolved Vehicle,0
13,4,Vehicle Vandalism,0
21,6,Drugs (Illegal),0
9,2,Headlights Defective,0
22,5,Cell Phone (hands-free),0
2,6,Accelerator Defective,0
21,2,Other Lighting Defects,0
5,2,Reaction to Other Uninvolved Vehicle,0
0,4,80,0
9,6,Cell Phone (hands-free),0
12,5,Drugs (Illegal),0
3,3,Prescription Medication,0
20,1,Cell Phone (hand-Held),0
4,1,Glare,0
12,7,Traffic Control Device Improper/Non-Working,0
20,6,Drugs (Illegal),0
10,5,80,0
23,3,80,0
8,2,Cell Phone (hand-Held),0
8,2,Traffic Control Device Improper/Non-Working,0
19,1,Tinted Windows,0
12,7,80,0
13,5,80,0
15,3,Vehicle Vandalism,0
16,6,Drugs (Illegal),0
14,3,Tinted Windows,0
19,1,Cell Phone (hand-held),0
4,3,Pavement Defective,0
5,4,Windshield Inadequate,0
13,5,Drugs (Illegal),0
8,4,Other Lighting Defects,0
16,5,Other Lighting Defects,0
12,3,Tow Hitch Defective,0
0,7,Using On Board Navigation Device,0
0,7,Cell Phone (hands-free),0
4,6,Lane Marking Improper/Inadequate,0
0,7,Cell Phone (hand-Held),0
5,6,Traffic Control Device Improper/Non-Working,0
1,5,Reaction to Other Uninvolved Vehicle,0
10,3,Cell Phone (hand-Held),0
22,5,80,0
12,5,Cell Phone (hands-free),0
11,3,Vehicle Vandalism,0
1,4,Tow Hitch Defective,0
5,3,Traffic Control Device Improper/Non-Working,0
5,4,Traffic Control Device Improper/Non-Working,0
3,1,Accelerator Defective,0
20,4,Drugs (Illegal),0
4,7,Lane Marking Improper/Inadequate,0
15,7,Other Lighting Defects,0
1,4,Illnes,0
4,5,Traffic Control Device Improper/Non-Working,0
14,2,80,0
23,2,Tinted Windows,0
5,5,Reaction to Other Uninvolved Vehicle,0
8,1,Tow Hitch Defective,0
11,2,Tinted Windows,0
1,7,Cell Phone (hand-held),0
6,6,Reaction to Other Uninvolved Vehicle,0
15,7,Texting,0
8,6,Cell Phone (hand-held),0
1,7,Cell Phone (hands-free),0
17,1,Tinted Windows,0
2,2,Windshield Inadequate,0
6,6,Drugs (illegal),0
19,5,Windshield Inadequate,0
1,4,Eating or Drinking,0
19,3,Using On Board Navigation Device,0
7,7,Other Lighting Defects,0
13,2,Shoulders Defective/Improper,0
6,6,Vehicle Vandalism,0
11,3,Using On Board Navigation Device,0
4,7,Other Lighting Defects,0
16,7,Cell Phone (hands-free),0
14,4,Headlights Defective,0
5,2,Lane Marking Improper/Inadequate,0
7,1,Reaction to Other Uninvolved Vehicle,0
5,6,Headlights Defective,0
2,3,Headlights Defective,0
15,5,Shoulders Defective/Improper,0
22,5,Accelerator Defective,0
1,3,Drugs (Illegal),0
1,7,Shoulders Defective/Improper,0
8,2,Tow Hitch Defective,0
17,3,Cell Phone (hand-held),0
3,5,Illness,0
19,6,Windshield Inadequate,0
21,6,Shoulders Defective/Improper,0
13,7,Cell Phone (hands-free),0
